"tick","Susceptible Count","Infected Count"
14489.0,0,65
14490.0,0,65
14491.0,0,65
14492.0,0,65
14493.0,0,65
14494.0,0,65
14495.0,0,65
14496.0,0,65
14497.0,0,65
14498.0,0,65
14499.0,0,65
14500.0,0,65
14501.0,0,65
14502.0,0,65
14503.0,0,65
14504.0,0,65
14505.0,0,65
14506.0,0,65
14507.0,0,65
14508.0,0,65
14509.0,0,65
14510.0,0,65
14511.0,0,65
14512.0,0,65
14513.0,0,65
14514.0,0,65
14515.0,0,65
14516.0,0,65
14517.0,0,65
14518.0,0,65
14519.0,0,65
14520.0,0,65
14521.0,0,65
14522.0,0,65
14523.0,0,65
14524.0,0,65
14525.0,0,65
14526.0,0,65
14527.0,0,65
14528.0,0,65
14529.0,0,65
14530.0,0,65
14531.0,0,65
14532.0,0,65
14533.0,0,65
14534.0,0,65
14535.0,0,65
14536.0,0,65
14537.0,0,65
14538.0,0,65
14539.0,0,65
14540.0,0,65
14541.0,0,65
14542.0,0,65
14543.0,0,65
14544.0,0,65
14545.0,0,65
14546.0,0,65
14547.0,0,65
14548.0,0,65
14549.0,0,65
14550.0,0,65
14551.0,0,65
14552.0,0,65
14553.0,0,65
14554.0,0,65
14555.0,0,65
14556.0,0,65
14557.0,0,65
14558.0,0,65
14559.0,0,65
14560.0,0,65
14561.0,0,65
14562.0,0,65
14563.0,0,65
14564.0,0,65
14565.0,0,65
14566.0,0,65
14567.0,0,65
14568.0,0,65
14569.0,0,65
14570.0,0,65
14571.0,0,65
14572.0,0,65
14573.0,0,65
14574.0,0,65
14575.0,0,65
14576.0,0,65
14577.0,0,65
14578.0,0,65
14579.0,0,65
14580.0,0,65
14581.0,0,65
14582.0,0,65
14583.0,0,65
14584.0,0,65
14585.0,0,65
14586.0,0,65
14587.0,0,65
14588.0,0,65
14589.0,0,65
14590.0,0,65
14591.0,0,65
14592.0,0,65
14593.0,0,65
14594.0,0,65
14595.0,0,65
14596.0,0,65
14597.0,0,65
14598.0,0,65
14599.0,0,65
14600.0,0,65
14601.0,0,65
14602.0,0,65
14603.0,0,65
14604.0,0,65
14605.0,0,65
14606.0,0,65
14607.0,0,65
14608.0,0,65
14609.0,0,65
14610.0,0,65
14611.0,0,65
14612.0,0,65
14613.0,0,65
14614.0,0,65
14615.0,0,65
14616.0,0,65
14617.0,0,65
14618.0,0,65
14619.0,0,65
14620.0,0,65
14621.0,0,65
14622.0,0,65
14623.0,0,65
14624.0,0,65
14625.0,0,65
14626.0,0,65
14627.0,0,65
14628.0,0,65
14629.0,0,65
14630.0,0,65
14631.0,0,65
14632.0,0,65
14633.0,0,65
14634.0,0,65
14635.0,0,65
14636.0,0,65
14637.0,0,65
14638.0,0,65
14639.0,0,65
14640.0,0,65
14641.0,0,65
14642.0,0,65
14643.0,0,65
14644.0,0,65
14645.0,0,65
14646.0,0,65
14647.0,0,65
14648.0,0,65
14649.0,0,65
14650.0,0,65
14651.0,0,65
14652.0,0,65
14653.0,0,65
14654.0,0,65
14655.0,0,65
14656.0,0,65
14657.0,0,65
14658.0,0,65
14659.0,0,65
14660.0,0,65
14661.0,0,65
14662.0,0,65
14663.0,0,65
14664.0,0,65
14665.0,0,65
14666.0,0,65
14667.0,0,65
14668.0,0,65
14669.0,0,65
14670.0,0,65
14671.0,0,65
14672.0,0,65
14673.0,0,65
14674.0,0,65
14675.0,0,65
14676.0,0,65
14677.0,0,65
14678.0,0,65
14679.0,0,65
14680.0,0,65
14681.0,0,65
14682.0,0,65
14683.0,0,65
14684.0,0,65
14685.0,0,65
14686.0,0,65
14687.0,0,65
14688.0,0,65
14689.0,0,65
14690.0,0,65
14691.0,0,65
14692.0,0,65
14693.0,0,65
14694.0,0,65
14695.0,0,65
14696.0,0,65
14697.0,0,65
14698.0,0,65
14699.0,0,65
14700.0,0,65
14701.0,0,65
14702.0,0,65
14703.0,0,65
14704.0,0,65
14705.0,0,65
14706.0,0,65
14707.0,0,65
14708.0,0,65
14709.0,0,65
14710.0,0,65
14711.0,0,65
14712.0,0,65
14713.0,0,65
14714.0,0,65
14715.0,0,65
14716.0,0,65
14717.0,0,65
14718.0,0,65
14719.0,0,65
14720.0,0,65
14721.0,0,65
14722.0,0,65
14723.0,0,65
14724.0,0,65
14725.0,0,65
14726.0,0,65
14727.0,0,65
14728.0,0,65
14729.0,0,65
14730.0,0,65
14731.0,0,65
14732.0,0,65
14733.0,0,65
14734.0,0,65
14735.0,0,65
14736.0,0,65
14737.0,0,65
14738.0,0,65
14739.0,0,65
14740.0,0,65
14741.0,0,65
14742.0,0,65
14743.0,0,65
14744.0,0,65
14745.0,0,65
14746.0,0,65
14747.0,0,65
14748.0,0,65
14749.0,0,65
14750.0,0,65
14751.0,0,65
14752.0,0,65
14753.0,0,65
14754.0,0,65
14755.0,0,65
14756.0,0,65
14757.0,0,65
14758.0,0,65
14759.0,0,65
14760.0,0,65
14761.0,0,65
14762.0,0,65
14763.0,0,65
14764.0,0,65
14765.0,0,65
14766.0,0,65
14767.0,0,65
14768.0,0,65
14769.0,0,65
14770.0,0,65
14771.0,0,65
14772.0,0,65
14773.0,0,65
14774.0,0,65
14775.0,0,65
14776.0,0,65
14777.0,0,65
14778.0,0,65
14779.0,0,65
14780.0,0,65
14781.0,0,65
14782.0,0,65
14783.0,0,65
14784.0,0,65
14785.0,0,65
14786.0,0,65
14787.0,0,65
14788.0,0,65
14789.0,0,65
14790.0,0,65
14791.0,0,65
14792.0,0,65
14793.0,0,65
14794.0,0,65
14795.0,0,65
14796.0,0,65
14797.0,0,65
14798.0,0,65
14799.0,0,65
14800.0,0,65
14801.0,0,65
14802.0,0,65
14803.0,0,65
14804.0,0,65
14805.0,0,65
14806.0,0,65
14807.0,0,65
14808.0,0,65
14809.0,0,65
14810.0,0,65
14811.0,0,65
14812.0,0,65
14813.0,0,65
14814.0,0,65
14815.0,0,65
14816.0,0,65
14817.0,0,65
14818.0,0,65
14819.0,0,65
14820.0,0,65
14821.0,0,65
14822.0,0,65
14823.0,0,65
14824.0,0,65
14825.0,0,65
14826.0,0,65
14827.0,0,65
14828.0,0,65
14829.0,0,65
14830.0,0,65
14831.0,0,65
14832.0,0,65
14833.0,0,65
14834.0,0,65
14835.0,0,65
14836.0,0,65
14837.0,0,65
14838.0,0,65
14839.0,0,65
14840.0,0,65
14841.0,0,65
14842.0,0,65
14843.0,0,65
14844.0,0,65
14845.0,0,65
14846.0,0,65
14847.0,0,65
14848.0,0,65
14849.0,0,65
14850.0,0,65
14851.0,0,65
14852.0,0,65
14853.0,0,65
14854.0,0,65
14855.0,0,65
14856.0,0,65
14857.0,0,65
14858.0,0,65
14859.0,0,65
14860.0,0,65
14861.0,0,65
14862.0,0,65
14863.0,0,65
14864.0,0,65
14865.0,0,65
14866.0,0,65
14867.0,0,65
14868.0,0,65
14869.0,0,65
14870.0,0,65
14871.0,0,65
14872.0,0,65
14873.0,0,65
14874.0,0,65
14875.0,0,65
14876.0,0,65
14877.0,0,65
14878.0,0,65
14879.0,0,65
14880.0,0,65
14881.0,0,65
14882.0,0,65
14883.0,0,65
14884.0,0,65
14885.0,0,65
14886.0,0,65
14887.0,0,65
14888.0,0,65
14889.0,0,65
14890.0,0,65
14891.0,0,65
14892.0,0,65
14893.0,0,65
14894.0,0,65
14895.0,0,65
14896.0,0,65
14897.0,0,65
14898.0,0,65
14899.0,0,65
14900.0,0,65
14901.0,0,65
14902.0,0,65
14903.0,0,65
14904.0,0,65
14905.0,0,65
14906.0,0,65
14907.0,0,65
14908.0,0,65
14909.0,0,65
14910.0,0,65
14911.0,0,65
14912.0,0,65
14913.0,0,65
14914.0,0,65
14915.0,0,65
14916.0,0,65
14917.0,0,65
14918.0,0,65
14919.0,0,65
14920.0,0,65
14921.0,0,65
14922.0,0,65
14923.0,0,65
14924.0,0,65
14925.0,0,65
14926.0,0,65
14927.0,0,65
14928.0,0,65
14929.0,0,65
14930.0,0,65
14931.0,0,65
14932.0,0,65
14933.0,0,65
14934.0,0,65
14935.0,0,65
14936.0,0,65
14937.0,0,65
14938.0,0,65
14939.0,0,65
14940.0,0,65
14941.0,0,65
14942.0,0,65
14943.0,0,65
14944.0,0,65
14945.0,0,65
14946.0,0,65
14947.0,0,65
14948.0,0,65
14949.0,0,65
14950.0,0,65
14951.0,0,65
14952.0,0,65
14953.0,0,65
14954.0,0,65
14955.0,0,65
14956.0,0,65
14957.0,0,65
14958.0,0,65
14959.0,0,65
14960.0,0,65
14961.0,0,65
14962.0,0,65
14963.0,0,65
14964.0,0,65
14965.0,0,65
14966.0,0,65
14967.0,0,65
14968.0,0,65
14969.0,0,65
14970.0,0,65
14971.0,0,65
14972.0,0,65
14973.0,0,65
14974.0,0,65
14975.0,0,65
14976.0,0,65
14977.0,0,65
14978.0,0,65
14979.0,0,65
14980.0,0,65
14981.0,0,65
14982.0,0,65
14983.0,0,65
14984.0,0,65
14985.0,0,65
14986.0,0,65
14987.0,0,65
14988.0,0,65
14989.0,0,65
14990.0,0,65
14991.0,0,65
14992.0,0,65
14993.0,0,65
14994.0,0,65
14995.0,0,65
14996.0,0,65
14997.0,0,65
14998.0,0,65
14999.0,0,65
15000.0,0,65
15001.0,0,65
15002.0,0,65
15003.0,0,65
15004.0,0,65
15005.0,0,65
15006.0,0,65
15007.0,0,65
15008.0,0,65
15009.0,0,65
15010.0,0,65
15011.0,0,65
15012.0,0,65
15013.0,0,65
15014.0,0,65
15015.0,0,65
15016.0,0,65
15017.0,0,65
15018.0,0,65
15019.0,0,65
15020.0,0,65
15021.0,0,65
15022.0,0,65
15023.0,0,65
15024.0,0,65
15025.0,0,65
15026.0,0,65
15027.0,0,65
15028.0,0,65
15029.0,0,65
15030.0,0,65
15031.0,0,65
15032.0,0,65
15033.0,0,65
15034.0,0,65
15035.0,0,65
15036.0,0,65
15037.0,0,65
15038.0,0,65
15039.0,0,65
15040.0,0,65
15041.0,0,65
15042.0,0,65
15043.0,0,65
15044.0,0,65
15045.0,0,65
15046.0,0,65
15047.0,0,65
15048.0,0,65
15049.0,0,65
15050.0,0,65
15051.0,0,65
15052.0,0,65
15053.0,0,65
15054.0,0,65
15055.0,0,65
15056.0,0,65
15057.0,0,65
15058.0,0,65
15059.0,0,65
15060.0,0,65
15061.0,0,65
15062.0,0,65
15063.0,0,65
15064.0,0,65
15065.0,0,65
15066.0,0,65
15067.0,0,65
15068.0,0,65
15069.0,0,65
15070.0,0,65
15071.0,0,65
15072.0,0,65
15073.0,0,65
15074.0,0,65
15075.0,0,65
15076.0,0,65
15077.0,0,65
15078.0,0,65
15079.0,0,65
15080.0,0,65
15081.0,0,65
15082.0,0,65
15083.0,0,65
15084.0,0,65
15085.0,0,65
15086.0,0,65
15087.0,0,65
15088.0,0,65
15089.0,0,65
15090.0,0,65
15091.0,0,65
15092.0,0,65
15093.0,0,65
15094.0,0,65
15095.0,0,65
15096.0,0,65
15097.0,0,65
15098.0,0,65
15099.0,0,65
15100.0,0,65
15101.0,0,65
15102.0,0,65
15103.0,0,65
15104.0,0,65
15105.0,0,65
15106.0,0,65
15107.0,0,65
15108.0,0,65
15109.0,0,65
15110.0,0,65
15111.0,0,65
15112.0,0,65
15113.0,0,65
15114.0,0,65
15115.0,0,65
15116.0,0,65
15117.0,0,65
15118.0,0,65
15119.0,0,65
15120.0,0,65
15121.0,0,65
15122.0,0,65
15123.0,0,65
15124.0,0,65
15125.0,0,65
15126.0,0,65
15127.0,0,65
15128.0,0,65
15129.0,0,65
15130.0,0,65
15131.0,0,65
15132.0,0,65
15133.0,0,65
15134.0,0,65
15135.0,0,65
15136.0,0,65
15137.0,0,65
15138.0,0,65
15139.0,0,65
15140.0,0,65
15141.0,0,65
15142.0,0,65
15143.0,0,65
15144.0,0,65
15145.0,0,65
15146.0,0,65
15147.0,0,65
15148.0,0,65
15149.0,0,65
15150.0,0,65
15151.0,0,65
15152.0,0,65
15153.0,0,65
15154.0,0,65
15155.0,0,65
15156.0,0,65
15157.0,0,65
15158.0,0,65
15159.0,0,65
15160.0,0,65
15161.0,0,65
15162.0,0,65
15163.0,0,65
15164.0,0,65
15165.0,0,65
15166.0,0,65
15167.0,0,65
15168.0,0,65
15169.0,0,65
15170.0,0,65
15171.0,0,65
15172.0,0,65
15173.0,0,65
15174.0,0,65
15175.0,0,65
15176.0,0,65
15177.0,0,65
15178.0,0,65
15179.0,0,65
15180.0,0,65
15181.0,0,65
15182.0,0,65
15183.0,0,65
15184.0,0,65
15185.0,0,65
15186.0,0,65
15187.0,0,65
15188.0,0,65
15189.0,0,65
15190.0,0,65
15191.0,0,65
15192.0,0,65
15193.0,0,65
15194.0,0,65
15195.0,0,65
15196.0,0,65
15197.0,0,65
15198.0,0,65
15199.0,0,65
15200.0,0,65
15201.0,0,65
15202.0,0,65
15203.0,0,65
15204.0,0,65
15205.0,0,65
15206.0,0,65
15207.0,0,65
15208.0,0,65
15209.0,0,65
15210.0,0,65
15211.0,0,65
15212.0,0,65
15213.0,0,65
15214.0,0,65
15215.0,0,65
15216.0,0,65
15217.0,0,65
15218.0,0,65
15219.0,0,65
15220.0,0,65
15221.0,0,65
15222.0,0,65
15223.0,0,65
15224.0,0,65
15225.0,0,65
15226.0,0,65
15227.0,0,65
15228.0,0,65
15229.0,0,65
15230.0,0,65
15231.0,0,65
15232.0,0,65
15233.0,0,65
15234.0,0,65
15235.0,0,65
15236.0,0,65
15237.0,0,65
15238.0,0,65
15239.0,0,65
15240.0,0,65
15241.0,0,65
15242.0,0,65
15243.0,0,65
15244.0,0,65
15245.0,0,65
15246.0,0,65
15247.0,0,65
15248.0,0,65
15249.0,0,65
15250.0,0,65
15251.0,0,65
15252.0,0,65
15253.0,0,65
15254.0,0,65
15255.0,0,65
15256.0,0,65
15257.0,0,65
15258.0,0,65
15259.0,0,65
15260.0,0,65
15261.0,0,65
15262.0,0,65
15263.0,0,65
15264.0,0,65
15265.0,0,65
15266.0,0,65
15267.0,0,65
15268.0,0,65
15269.0,0,65
15270.0,0,65
15271.0,0,65
15272.0,0,65
15273.0,0,65
15274.0,0,65
15275.0,0,65
15276.0,0,65
15277.0,0,65
15278.0,0,65
15279.0,0,65
15280.0,0,65
15281.0,0,65
15282.0,0,65
15283.0,0,65
15284.0,0,65
15285.0,0,65
15286.0,0,65
15287.0,0,65
15288.0,0,65
15289.0,0,65
15290.0,0,65
15291.0,0,65
15292.0,0,65
15293.0,0,65
15294.0,0,65
15295.0,0,65
15296.0,0,65
15297.0,0,65
15298.0,0,65
15299.0,0,65
15300.0,0,65
15301.0,0,65
15302.0,0,65
15303.0,0,65
15304.0,0,65
15305.0,0,65
15306.0,0,65
15307.0,0,65
15308.0,0,65
15309.0,0,65
15310.0,0,65
15311.0,0,65
15312.0,0,65
15313.0,0,65
15314.0,0,65
15315.0,0,65
15316.0,0,65
15317.0,0,65
15318.0,0,65
15319.0,0,65
15320.0,0,65
15321.0,0,65
15322.0,0,65
15323.0,0,65
15324.0,0,65
15325.0,0,65
15326.0,0,65
15327.0,0,65
15328.0,0,65
15329.0,0,65
15330.0,0,65
15331.0,0,65
15332.0,0,65
15333.0,0,65
15334.0,0,65
15335.0,0,65
15336.0,0,65
15337.0,0,65
15338.0,0,65
15339.0,0,65
15340.0,0,65
15341.0,0,65
15342.0,0,65
15343.0,0,65
15344.0,0,65
15345.0,0,65
15346.0,0,65
15347.0,0,65
15348.0,0,65
15349.0,0,65
15350.0,0,65
15351.0,0,65
15352.0,0,65
15353.0,0,65
15354.0,0,65
15355.0,0,65
15356.0,0,65
15357.0,0,65
15358.0,0,65
15359.0,0,65
15360.0,0,65
15361.0,0,65
15362.0,0,65
15363.0,0,65
15364.0,0,65
15365.0,0,65
15366.0,0,65
15367.0,0,65
15368.0,0,65
15369.0,0,65
15370.0,0,65
15371.0,0,65
15372.0,0,65
15373.0,0,65
15374.0,0,65
15375.0,0,65
15376.0,0,65
15377.0,0,65
15378.0,0,65
15379.0,0,65
15380.0,0,65
15381.0,0,65
15382.0,0,65
15383.0,0,65
15384.0,0,65
15385.0,0,65
15386.0,0,65
15387.0,0,65
15388.0,0,65
15389.0,0,65
15390.0,0,65
15391.0,0,65
15392.0,0,65
15393.0,0,65
15394.0,0,65
15395.0,0,65
15396.0,0,65
15397.0,0,65
15398.0,0,65
15399.0,0,65
15400.0,0,65
15401.0,0,65
15402.0,0,65
15403.0,0,65
15404.0,0,65
15405.0,0,65
15406.0,0,65
15407.0,0,65
15408.0,0,65
15409.0,0,65
15410.0,0,65
15411.0,0,65
15412.0,0,65
15413.0,0,65
15414.0,0,65
15415.0,0,65
15416.0,0,65
15417.0,0,65
15418.0,0,65
15419.0,0,65
15420.0,0,65
15421.0,0,65
15422.0,0,65
15423.0,0,65
15424.0,0,65
15425.0,0,65
15426.0,0,65
15427.0,0,65
15428.0,0,65
15429.0,0,65
15430.0,0,65
15431.0,0,65
15432.0,0,65
15433.0,0,65
15434.0,0,65
15435.0,0,65
15436.0,0,65
15437.0,0,65
15438.0,0,65
15439.0,0,65
15440.0,0,65
15441.0,0,65
15442.0,0,65
15443.0,0,65
15444.0,0,65
15445.0,0,65
15446.0,0,65
15447.0,0,65
15448.0,0,65
15449.0,0,65
15450.0,0,65
15451.0,0,65
15452.0,0,65
15453.0,0,65
15454.0,0,65
15455.0,0,65
15456.0,0,65
15457.0,0,65
15458.0,0,65
15459.0,0,65
15460.0,0,65
15461.0,0,65
15462.0,0,65
15463.0,0,65
15464.0,0,65
15465.0,0,65
15466.0,0,65
15467.0,0,65
15468.0,0,65
15469.0,0,65
15470.0,0,65
15471.0,0,65
15472.0,0,65
15473.0,0,65
15474.0,0,65
15475.0,0,65
15476.0,0,65
15477.0,0,65
15478.0,0,65
15479.0,0,65
15480.0,0,65
15481.0,0,65
15482.0,0,65
15483.0,0,65
15484.0,0,65
15485.0,0,65
15486.0,0,65
15487.0,0,65
15488.0,0,65
15489.0,0,65
15490.0,0,65
15491.0,0,65
15492.0,0,65
15493.0,0,65
15494.0,0,65
15495.0,0,65
15496.0,0,65
15497.0,0,65
15498.0,0,65
15499.0,0,65
15500.0,0,65
15501.0,0,65
15502.0,0,65
15503.0,0,65
15504.0,0,65
15505.0,0,65
15506.0,0,65
15507.0,0,65
15508.0,0,65
15509.0,0,65
15510.0,0,65
15511.0,0,65
15512.0,0,65
15513.0,0,65
15514.0,0,65
15515.0,0,65
15516.0,0,65
15517.0,0,65
15518.0,0,65
15519.0,0,65
15520.0,0,65
15521.0,0,65
15522.0,0,65
15523.0,0,65
15524.0,0,65
15525.0,0,65
15526.0,0,65
15527.0,0,65
15528.0,0,65
15529.0,0,65
15530.0,0,65
15531.0,0,65
15532.0,0,65
15533.0,0,65
15534.0,0,65
15535.0,0,65
15536.0,0,65
15537.0,0,65
15538.0,0,65
15539.0,0,65
15540.0,0,65
15541.0,0,65
15542.0,0,65
15543.0,0,65
15544.0,0,65
15545.0,0,65
15546.0,0,65
15547.0,0,65
15548.0,0,65
15549.0,0,65
15550.0,0,65
15551.0,0,65
15552.0,0,65
15553.0,0,65
15554.0,0,65
15555.0,0,65
15556.0,0,65
15557.0,0,65
15558.0,0,65
15559.0,0,65
15560.0,0,65
15561.0,0,65
15562.0,0,65
15563.0,0,65
15564.0,0,65
15565.0,0,65
15566.0,0,65
15567.0,0,65
15568.0,0,65
15569.0,0,65
15570.0,0,65
15571.0,0,65
15572.0,0,65
15573.0,0,65
15574.0,0,65
15575.0,0,65
15576.0,0,65
15577.0,0,65
15578.0,0,65
15579.0,0,65
15580.0,0,65
15581.0,0,65
15582.0,0,65
15583.0,0,65
15584.0,0,65
15585.0,0,65
15586.0,0,65
15587.0,0,65
15588.0,0,65
15589.0,0,65
15590.0,0,65
15591.0,0,65
15592.0,0,65
15593.0,0,65
15594.0,0,65
15595.0,0,65
15596.0,0,65
15597.0,0,65
15598.0,0,65
15599.0,0,65
15600.0,0,65
15601.0,0,65
15602.0,0,65
15603.0,0,65
15604.0,0,65
15605.0,0,65
15606.0,0,65
15607.0,0,65
15608.0,0,65
15609.0,0,65
15610.0,0,65
15611.0,0,65
15612.0,0,65
15613.0,0,65
15614.0,0,65
15615.0,0,65
15616.0,0,65
15617.0,0,65
15618.0,0,65
15619.0,0,65
15620.0,0,65
15621.0,0,65
15622.0,0,65
15623.0,0,65
15624.0,0,65
15625.0,0,65
15626.0,0,65
15627.0,0,65
15628.0,0,65
15629.0,0,65
15630.0,0,65
15631.0,0,65
15632.0,0,65
15633.0,0,65
15634.0,0,65
15635.0,0,65
15636.0,0,65
15637.0,0,65
15638.0,0,65
15639.0,0,65
15640.0,0,65
15641.0,0,65
15642.0,0,65
15643.0,0,65
15644.0,0,65
15645.0,0,65
15646.0,0,65
15647.0,0,65
15648.0,0,65
15649.0,0,65
15650.0,0,65
15651.0,0,65
15652.0,0,65
15653.0,0,65
15654.0,0,65
15655.0,0,65
15656.0,0,65
15657.0,0,65
15658.0,0,65
15659.0,0,65
15660.0,0,65
15661.0,0,65
15662.0,0,65
15663.0,0,65
15664.0,0,65
15665.0,0,65
15666.0,0,65
15667.0,0,65
15668.0,0,65
15669.0,0,65
15670.0,0,65
15671.0,0,65
15672.0,0,65
15673.0,0,65
15674.0,0,65
15675.0,0,65
15676.0,0,65
15677.0,0,65
15678.0,0,65
15679.0,0,65
15680.0,0,65
15681.0,0,65
15682.0,0,65
15683.0,0,65
15684.0,0,65
15685.0,0,65
15686.0,0,65
15687.0,0,65
15688.0,0,65
15689.0,0,65
15690.0,0,65
15691.0,0,65
15692.0,0,65
15693.0,0,65
15694.0,0,65
15695.0,0,65
15696.0,0,65
15697.0,0,65
15698.0,0,65
15699.0,0,65
15700.0,0,65
15701.0,0,65
15702.0,0,65
15703.0,0,65
15704.0,0,65
15705.0,0,65
15706.0,0,65
15707.0,0,65
15708.0,0,65
15709.0,0,65
15710.0,0,65
15711.0,0,65
15712.0,0,65
15713.0,0,65
15714.0,0,65
15715.0,0,65
15716.0,0,65
15717.0,0,65
15718.0,0,65
15719.0,0,65
15720.0,0,65
15721.0,0,65
15722.0,0,65
15723.0,0,65
15724.0,0,65
15725.0,0,65
15726.0,0,65
15727.0,0,65
15728.0,0,65
15729.0,0,65
15730.0,0,65
15731.0,0,65
15732.0,0,65
15733.0,0,65
15734.0,0,65
15735.0,0,65
15736.0,0,65
15737.0,0,65
15738.0,0,65
15739.0,0,65
15740.0,0,65
15741.0,0,65
15742.0,0,65
15743.0,0,65
15744.0,0,65
15745.0,0,65
15746.0,0,65
15747.0,0,65
15748.0,0,65
15749.0,0,65
15750.0,0,65
15751.0,0,65
15752.0,0,65
15753.0,0,65
15754.0,0,65
15755.0,0,65
15756.0,0,65
15757.0,0,65
15758.0,0,65
15759.0,0,65
15760.0,0,65
15761.0,0,65
15762.0,0,65
15763.0,0,65
15764.0,0,65
15765.0,0,65
15766.0,0,65
15767.0,0,65
15768.0,0,65
15769.0,0,65
15770.0,0,65
15771.0,0,65
15772.0,0,65
15773.0,0,65
15774.0,0,65
15775.0,0,65
15776.0,0,65
15777.0,0,65
15778.0,0,65
15779.0,0,65
15780.0,0,65
15781.0,0,65
15782.0,0,65
15783.0,0,65
15784.0,0,65
15785.0,0,65
15786.0,0,65
15787.0,0,65
15788.0,0,65
15789.0,0,65
15790.0,0,65
15791.0,0,65
15792.0,0,65
15793.0,0,65
15794.0,0,65
15795.0,0,65
15796.0,0,65
15797.0,0,65
15798.0,0,65
15799.0,0,65
15800.0,0,65
15801.0,0,65
15802.0,0,65
15803.0,0,65
15804.0,0,65
15805.0,0,65
15806.0,0,65
15807.0,0,65
15808.0,0,65
15809.0,0,65
15810.0,0,65
15811.0,0,65
15812.0,0,65
15813.0,0,65
15814.0,0,65
15815.0,0,65
15816.0,0,65
15817.0,0,65
15818.0,0,65
15819.0,0,65
15820.0,0,65
15821.0,0,65
15822.0,0,65
15823.0,0,65
15824.0,0,65
15825.0,0,65
15826.0,0,65
15827.0,0,65
15828.0,0,65
15829.0,0,65
15830.0,0,65
15831.0,0,65
15832.0,0,65
15833.0,0,65
15834.0,0,65
15835.0,0,65
15836.0,0,65
15837.0,0,65
15838.0,0,65
15839.0,0,65
15840.0,0,65
15841.0,0,65
15842.0,0,65
15843.0,0,65
15844.0,0,65
15845.0,0,65
15846.0,0,65
15847.0,0,65
15848.0,0,65
15849.0,0,65
15850.0,0,65
15851.0,0,65
15852.0,0,65
15853.0,0,65
15854.0,0,65
15855.0,0,65
15856.0,0,65
15857.0,0,65
15858.0,0,65
15859.0,0,65
15860.0,0,65
15861.0,0,65
15862.0,0,65
15863.0,0,65
15864.0,0,65
15865.0,0,65
15866.0,0,65
15867.0,0,65
15868.0,0,65
15869.0,0,65
15870.0,0,65
15871.0,0,65
15872.0,0,65
15873.0,0,65
15874.0,0,65
15875.0,0,65
15876.0,0,65
15877.0,0,65
15878.0,0,65
15879.0,0,65
15880.0,0,65
15881.0,0,65
15882.0,0,65
15883.0,0,65
15884.0,0,65
15885.0,0,65
15886.0,0,65
15887.0,0,65
15888.0,0,65
15889.0,0,65
15890.0,0,65
15891.0,0,65
15892.0,0,65
15893.0,0,65
15894.0,0,65
15895.0,0,65
15896.0,0,65
15897.0,0,65
15898.0,0,65
15899.0,0,65
15900.0,0,65
15901.0,0,65
15902.0,0,65
15903.0,0,65
15904.0,0,65
15905.0,0,65
15906.0,0,65
15907.0,0,65
15908.0,0,65
15909.0,0,65
15910.0,0,65
15911.0,0,65
15912.0,0,65
15913.0,0,65
15914.0,0,65
15915.0,0,65
15916.0,0,65
15917.0,0,65
15918.0,0,65
15919.0,0,65
15920.0,0,65
15921.0,0,65
15922.0,0,65
15923.0,0,65
15924.0,0,65
15925.0,0,65
15926.0,0,65
15927.0,0,65
15928.0,0,65
15929.0,0,65
15930.0,0,65
15931.0,0,65
15932.0,0,65
15933.0,0,65
15934.0,0,65
15935.0,0,65
15936.0,0,65
15937.0,0,65
15938.0,0,65
15939.0,0,65
15940.0,0,65
15941.0,0,65
15942.0,0,65
15943.0,0,65
15944.0,0,65
15945.0,0,65
15946.0,0,65
15947.0,0,65
15948.0,0,65
15949.0,0,65
15950.0,0,65
15951.0,0,65
15952.0,0,65
15953.0,0,65
15954.0,0,65
15955.0,0,65
15956.0,0,65
15957.0,0,65
15958.0,0,65
15959.0,0,65
15960.0,0,65
15961.0,0,65
15962.0,0,65
15963.0,0,65
15964.0,0,65
15965.0,0,65
15966.0,0,65
15967.0,0,65
15968.0,0,65
15969.0,0,65
15970.0,0,65
15971.0,0,65
15972.0,0,65
15973.0,0,65
15974.0,0,65
15975.0,0,65
15976.0,0,65
15977.0,0,65
15978.0,0,65
15979.0,0,65
15980.0,0,65
15981.0,0,65
15982.0,0,65
15983.0,0,65
15984.0,0,65
15985.0,0,65
15986.0,0,65
15987.0,0,65
15988.0,0,65
15989.0,0,65
15990.0,0,65
15991.0,0,65
15992.0,0,65
15993.0,0,65
15994.0,0,65
15995.0,0,65
15996.0,0,65
15997.0,0,65
15998.0,0,65
15999.0,0,65
16000.0,0,65
16001.0,0,65
16002.0,0,65
16003.0,0,65
16004.0,0,65
16005.0,0,65
16006.0,0,65
16007.0,0,65
16008.0,0,65
16009.0,0,65
16010.0,0,65
16011.0,0,65
16012.0,0,65
16013.0,0,65
16014.0,0,65
16015.0,0,65
16016.0,0,65
16017.0,0,65
16018.0,0,65
16019.0,0,65
16020.0,0,65
16021.0,0,65
16022.0,0,65
16023.0,0,65
16024.0,0,65
16025.0,0,65
16026.0,0,65
16027.0,0,65
16028.0,0,65
16029.0,0,65
16030.0,0,65
16031.0,0,65
16032.0,0,65
16033.0,0,65
16034.0,0,65
16035.0,0,65
16036.0,0,65
16037.0,0,65
16038.0,0,65
16039.0,0,65
16040.0,0,65
16041.0,0,65
